"","Date","Month","MountainRange","NumIndSheep","TotalNumSheep","Percentvisited","Meannumvisits","sd","year","yday","dayl..s.","prcp..mm.day.","srad..W.m.2.","swe..kg.m.2.","tmax..deg.c.","tmin..deg.c.","vp..Pa.","MeanNDVI","Percentvisiteddist","NumIndVisits","scaledayl","scalesrad","scaletmax","scaletmin","scalevp","scalendvi"
"116",2019-06-25,"6","CMPR",0,4,0,0,0,2019,176,51840,0,492.7999878,0,30.5,17.5,760,0.160114,1,0,1.16476772616472,0.571282268722267,-0.924442203135719,-0.817101776348539,-0.964349217720539,1.19689745097691
"120",2019-06-26,"6","CMPR",2,4,0.5,0.75,0.957427107756338,2019,177,51840,0,483.2000122,0,29.5,17,720,0.213188,1.5,3,1.16476772616472,0.369653661277651,-1.10637155194488,-0.922821881472356,-1.10987828148564,2.43764187313864
"124",2019-06-27,"6","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2019-06-28,"6","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2019-06-29,"6","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2019-06-30,"6","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2019-07-01,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2019-07-02,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2019-07-03,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2019-07-04,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2019-07-05,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2019-07-06,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2019-07-07,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2019-07-08,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2019-07-09,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2019-07-10,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2019-07-11,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2019-07-12,"7","CMPR",1,4,0.25,0.25,0.5,2019,193,51148.80078,0,438.3999939,0,35.5,24,1160,NA,1.25,1,0.494572917086656,-0.571282616031461,-0.0147954590899021,0.557259590261085,0.490941419930456,NA
"188",2019-07-13,"7","CMPR",3,4,0.75,0.75,0.5,2019,194,51148.80078,0,425.6000061,0,35.5,24.5,1200,0.160951,1.75,3,0.494572917086656,-0.840121186352628,-0.0147954590899021,0.662979695384902,0.636470483695556,1.21646452866748
"192",2019-07-14,"7","CMPR",2,4,0.5,0.5,0.577350269189626,2019,195,51148.80078,0,480,0,36.5,23.5,1120,0.183445,1.5,2,0.494572917086656,0.302443698401101,0.167133889719261,0.451539485137268,0.345412356165357,1.74232097498971
"196",2019-07-15,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2019-07-16,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2019-07-17,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2019-07-18,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2019-07-19,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2019-07-20,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2019-07-21,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2019-07-22,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2019-07-23,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2019-07-24,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2019-07-25,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2019-07-26,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2019-07-27,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2019-07-28,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2019-07-29,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2019-07-30,"7","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2019-07-31,"7","CMPR",0,4,0,0,0,2019,212,49766.39844,0,374.3999939,0,31.5,22.5,1040,0.129889,1,0,-0.84582048255486,-1.91547674882232,-0.742512854326556,0.240099274889633,0.0543542286351576,0.490308534372951
"264",2019-08-01,"8","CMPR",1,4,0.25,0.25,0.5,2019,213,49420.80078,0,480,0,33.5,21,960,0.172397,1.25,1,-1.18091599635119,0.302443698401101,-0.378654156708229,-0.0770610404818183,-0.236703898895041,1.48404490052683
"268",2019-08-02,"8","CMPR",0,4,0,0,0,2019,214,49420.80078,0,464,0,34,22,1000,0.176205,1,0,-1.18091599635119,-0.0336048347966141,-0.287689482303647,0.134379169765816,-0.091174835129942,1.57306692184785
"272",2019-08-03,"8","CMPR",3,4,0.75,0.75,0.5,2019,215,49420.80078,0,473.6000061,0,35.5,23,1080,0.157919,1.75,3,-1.18091599635119,0.168024413240518,-0.0147954590899021,0.345819380013451,0.199883292400257,1.14558354950641
"276",2019-08-04,"8","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2019-08-05,"8","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2019-08-06,"8","CMPR",2,4,0.5,0.75,0.957427107756338,2019,218,49075.19922,0,377.6000061,0,33,24,1160,0.143098,1.5,3,-1.51601529163292,-1.84826678594577,-0.469618831112811,0.557259590261085,0.490941419930456,0.799103670830243
"288",2019-08-07,"8","CMPR",3,4,0.75,0.75,0.5,2019,219,49075.19922,0,492.7999878,0,33.5,20.5,920,0.162139,1.75,3,-1.51601529163292,0.571282268722267,-0.378654156708229,-0.182781145605636,-0.382232962660141,1.244237155067
"291",2019-08-08,"8","CMPR",0,4,0,0,0,2019,220,48729.60156,24,380.7999878,0,32.5,19,840,0.173327,1,0,-1.85111080542925,-1.78105746366174,-0.560583505517392,-0.499941460977087,-0.67329109019034,1.5057860979608
"294",2019-08-09,"8","CMPR",0,4,0,0,0,2019,221,48729.60156,0,499.2000122,0,32,19,840,0.174301,1,0,-1.85111080542925,0.705702194475366,-0.651548179921974,-0.499941460977087,-0.67329109019034,1.52855591118734
"297",2019-08-10,"8","CMPR",0,4,0,0,0,2019,222,48729.60156,0,476.7999878,0,31,19,840,0.162087,1,0,-1.85111080542925,0.235233735524551,-0.833477528731138,-0.499941460977087,-0.67329109019034,1.24302151822123
"299",2019-08-11,"8","CMPR",0,4,0,0,0,2019,223,48384,0,502.3999939,0,31,18,800,0.184422,1,0,-2.18621010071098,0.7729115167594,-0.833477528731138,-0.711381671224722,-0.81882015395544,1.7651609211112
"301",2019-08-12,"8","CMPR",0,4,0,0,0,2019,224,48384,0,518.4000244,0,32,18,800,0.15447,1,0,-2.18621010071098,1.10896069054963,-0.651548179921974,-0.711381671224722,-0.81882015395544,1.06495409794754
"302",2019-08-13,"8","CMPR",0,4,0,0,0,2019,225,48384,0,521.5999756,0,33.5,19,840,0.194704,1,0,-2.18621010071098,1.17616937224115,-0.378654156708229,-0.499941460977087,-0.67329109019034,2.00552972973061
"303",2019-08-14,"8","CMPR",1,4,0.25,0.25,0.5,2019,226,48038.39844,0,524.7999878,0,35.5,20.5,920,0.154964,1.25,1,-2.52130939599271,1.2433793351177,-0.0147954590899021,-0.182781145605636,-0.382232962660141,1.07650264798235
"304",2019-08-15,"8","CMPR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
