"","ID","step","angle","x","y","step","angle","DeviceName","DeviceID","DateTimeGMT","DateTimeLocal","Altitude","FixStatus","DOP","TempC","MainV","BackV","Date","TimeLocal","MountainRange","BHSID","Sex","DateTimeLocalTest","DateTimeLocalTestct","IndPoint","positangle","positangledegree"
"48652","BHS_1736",0.0168829486282062,NA,-116.0927558,36.0351539,0.0168829486282062,2.43218888833994,"Nopa_1736E",90997,"06/07/2019 8:00","06/07/2019 0:00",1333.26,"3-D least-squares",2.2,23.5,0,0,"06/07/2019","12:00","Nopa",1736,"E",2019-06-07 00:00:00,2019-06-07 00:00:00,"BHS_1736 2019-06-07 00:00:00",NA,NA
"48876","BHS_1736",0.248073208780992,-2.28899991314645,-116.0926286,36.0352656,0.248073208780992,-2.28899991314645,"Nopa_1736E",90997,"06/07/2019 12:00","06/07/2019 4:00",1300.92,"4 or more SV KF",3.2,22,0,0,"06/07/2019","4:00","Nopa",1736,"E",2019-06-07 04:00:00,2019-06-07 04:00:00,"BHS_1736 2019-06-07 04:00:00",2.28899991314645,131.150034329103
"49089","BHS_1736",0.0835746377759407,-0.817392257218073,-116.0923369,36.0330425,0.0835746377759407,-0.817392257218073,"Nopa_1736E",90997,"06/07/2019 16:00","06/07/2019 8:00",1334.09,"4 or more SV KF",5.4,24,0,0,"06/07/2019","8:00","Nopa",1736,"E",2019-06-07 08:00:00,2019-06-07 08:00:00,"BHS_1736 2019-06-07 08:00:00",0.817392257218073,46.8331265452674
"49315","BHS_1736",0.00866860723303692,0.815374413242932,-116.0929422,36.0324719,0.00866860723303692,0.815374413242932,"Nopa_1736E",90997,"06/07/2019 20:01","06/07/2019 12:01",1358.25,"4 or more SV KF",1.6,30,0,0,"06/07/2019","12:01","Nopa",1736,"E",2019-06-07 12:01:00,2019-06-07 12:01:00,"BHS_1736 2019-06-07 12:01:00",0.815374413242932,46.7175126017759
"49511","BHS_1736",0.14434492723759,-1.55057214218674,-116.0929322,36.0323942,0.14434492723759,-1.55057214218674,"Nopa_1736E",90997,"06/08/2019 0:00","06/07/2019 16:00",1351.42,"4 or more SV KF",2,30.5,0,0,"06/07/2019","4:00","Nopa",1736,"E",2019-06-07 16:00:00,2019-06-07 16:00:00,"BHS_1736 2019-06-07 16:00:00",1.55057214218674,88.8412395778594
"49732","BHS_1736",0.00435258230938144,-1.31324031628913,-116.0945214,36.0322328,0.245586016903736,2.40254105696488,"Nopa_1736E",90997,"06/08/2019 4:00","06/07/2019 20:00",1359.06,"4 or more SV KF",3,24,0,0,"06/07/2019","8:00","Nopa",1736,"E",2019-06-07 20:00:00,2019-06-07 20:00:00,"BHS_1736 2019-06-07 20:00:00",1.31324031628913,75.2431276097926
"50365","BHS_1736",0.0494109633636486,-2.11763511221563,-116.0945394,36.0322692,0.0494109633636486,-1.51673299091721,"Nopa_1736E",90997,"06/08/2019 16:00","06/08/2019 8:00",1338.2,"4 or more SV KF",4.6,24,0,0,"06/08/2019","8:00","Nopa",1736,"E",2019-06-08 08:00:00,2019-06-08 08:00:00,"BHS_1736 2019-06-08 08:00:00",2.11763511221563,121.331554478668
"50588","BHS_1736",0.0159410814482124,-1.37592625070109,-116.0939986,36.0321961,0.0159410814482124,-1.37592625070109,"Nopa_1736E",90997,"06/08/2019 20:00","06/08/2019 12:00",1328.93,"4 or more SV KF",2.8,30,0,0,"06/08/2019","12:00","Nopa",1736,"E",2019-06-08 12:00:00,2019-06-08 12:00:00,"BHS_1736 2019-06-08 12:00:00",1.37592625070109,78.834767086432
"50785","BHS_1736",0.0457977298722504,-1.65118460716841,-116.0939933,36.0320525,0.0457977298722504,-1.65118460716841,"Nopa_1736E",90997,"06/09/2019 0:00","06/08/2019 16:00",1383.15,"4 or more SV KF",2.2,32.5,0,0,"06/08/2019","4:00","Nopa",1736,"E",2019-06-08 16:00:00,2019-06-08 16:00:00,"BHS_1736 2019-06-08 16:00:00",1.65118460716841,94.6059091877165
"51239","BHS_1736",0.0196904395608125,-1.0705219766646,-116.0945008,36.0320733,0.0196904395608125,-1.0705219766646,"Nopa_1736E",90997,"06/09/2019 8:01","06/09/2019 0:01",1334.05,"4 or more SV KF",2.8,25,0,0,"06/09/2019","12:01","Nopa",1736,"E",2019-06-09 00:01:00,2019-06-09 00:01:00,"BHS_1736 2019-06-09 00:01:00",1.0705219766646,61.3363911388837
"51659","BHS_1736",0.0455988494236657,-2.64191733399927,-116.0945958,36.0322331,0.0455988494236657,-2.64191733399927,"Nopa_1736E",90997,"06/09/2019 16:01","06/09/2019 8:01",1359.01,"4 or more SV KF",3.8,30,0,0,"06/09/2019","8:01","Nopa",1736,"E",2019-06-09 08:01:00,2019-06-09 08:01:00,"BHS_1736 2019-06-09 08:01:00",2.64191733399927,151.370713060612
"51856","BHS_1736",0.0310574429852617,-2.67275940808274,-116.0941844,36.0319939,0.0310574429852617,-2.67275940808274,"Nopa_1736E",90997,"06/09/2019 20:01","06/09/2019 12:01",1346.18,"4 or more SV KF",5,25,0,0,"06/09/2019","12:01","Nopa",1736,"E",2019-06-09 12:01:00,2019-06-09 12:01:00,"BHS_1736 2019-06-09 12:01:00",2.67275940808274,153.137833737025
"52513","BHS_1736",0.0223152090365977,-1.22861372089608,-116.094525,36.0320364,0.0223152090365977,-1.22861372089608,"Nopa_1736E",90997,"06/10/2019 8:00","06/10/2019 0:00",1322.73,"4 or more SV KF",2.8,25.5,0,0,"06/10/2019","12:00","Nopa",1736,"E",2019-06-10 00:00:00,2019-06-10 00:00:00,"BHS_1736 2019-06-10 00:00:00",1.22861372089608,70.3943808592095
"52728","BHS_1736",0.0387711442539982,-2.04989822482187,-116.0945717,36.0322339,0.0387711442539982,-2.04989822482187,"Nopa_1736E",90997,"06/10/2019 12:01","06/10/2019 4:01",1367.39,"4 or more SV KF",3.4,25,0,0,"06/10/2019","4:01","Nopa",1736,"E",2019-06-10 04:01:00,2019-06-10 04:01:00,"BHS_1736 2019-06-10 04:01:00",2.04989822482187,117.450516713653
"52941","BHS_1736",0.0854434227136917,0.880417561542838,-116.0941594,36.0321342,0.0854434227136917,0.880417561542838,"Nopa_1736E",90997,"06/10/2019 16:01","06/10/2019 8:01",1351.99,"4 or more SV KF",8.2,29.5,0,0,"06/10/2019","8:01","Nopa",1736,"E",2019-06-10 08:01:00,2019-06-10 08:01:00,"BHS_1736 2019-06-10 08:01:00",0.880417561542838,50.444210485604
"53110","BHS_1736",0.118076245911725,2.94716116637927,-116.0933722,36.0325633,0.118076245911725,2.94716116637927,"Nopa_1736E",90997,"06/10/2019 20:00","06/10/2019 12:00",1340.9,"4 or more SV KF",2.4,31.5,0,0,"06/10/2019","12:00","Nopa",1736,"E",2019-06-10 12:00:00,2019-06-10 12:00:00,"BHS_1736 2019-06-10 12:00:00",2.94716116637927,168.859896378385
"53581","BHS_1736",0.0136810451714778,-3.06767872033144,-116.0945806,36.0321522,0.0136810451714778,-3.06767872033144,"Nopa_1736E",90997,"06/11/2019 4:01","06/10/2019 20:01",1347.53,"4 or more SV KF",3.8,28.5,0,0,"06/10/2019","8:01","Nopa",1736,"E",2019-06-10 20:01:00,2019-06-10 20:01:00,"BHS_1736 2019-06-10 20:01:00",3.06767872033144,175.765043577085
"53793","BHS_1736",0.0153798256758936,2.82605597543892,-116.0944453,36.0322081,0.0153798256758936,2.82605597543892,"Nopa_1736E",90997,"06/11/2019 8:00","06/11/2019 0:00",1332.24,"4 or more SV KF",2.6,27,0,0,"06/11/2019","12:00","Nopa",1736,"E",2019-06-11 00:00:00,2019-06-11 00:00:00,"BHS_1736 2019-06-11 00:00:00",2.82605597543892,161.921080060377
"53964","BHS_1736",0.0437734389408834,2.65292226287992,-116.0946139,36.0321867,0.0437734389408834,2.65292226287992,"Nopa_1736E",90997,"06/11/2019 12:00","06/11/2019 4:00",1328.7,"3-D least-squares",3.4,27,0,0,"06/11/2019","4:00","Nopa",1736,"E",2019-06-11 04:00:00,2019-06-11 04:00:00,"BHS_1736 2019-06-11 04:00:00",2.65292226287992,152.001249039316
"54226","BHS_1736",0.0076340620884964,-2.81665573093441,-116.094155,36.0320575,0.0076340620884964,-2.81665573093441,"Nopa_1736E",90997,"06/11/2019 16:01","06/11/2019 8:01",1355.2,"4 or more SV KF",6.4,28,0,0,"06/11/2019","8:01","Nopa",1736,"E",2019-06-11 08:01:00,2019-06-11 08:01:00,"BHS_1736 2019-06-11 08:01:00",2.81665573093441,161.382485723878
"54409","BHS_1736",0.092576292894742,-0.772020584411156,-116.0942397,36.0320581,2.35886313429774,1.56713848055488,"Nopa_1736E",90997,"06/11/2019 20:01","06/11/2019 12:01",1358.49,"4 or more SV KF",6,32.5,0,0,"06/11/2019","12:00","Nopa",1736,"E",2019-06-11 12:01:00,2019-06-11 12:01:00,"BHS_1736 2019-06-11 12:01:00",0.772020584411156,44.2335211839825
"54859","BHS_1736",0.0515093728346248,-1.8541040264483,-116.0949694,36.0326453,1.12017294338911,1.89360410649887,"Nopa_1736E",90997,"06/12/2019 4:01","06/11/2019 20:01",1279.13,"4 or more SV KF",3.8,31,0,0,"06/11/2019","8:01","Nopa",1736,"E",2019-06-11 20:01:00,2019-06-11 20:01:00,"BHS_1736 2019-06-11 20:01:00",1.8541040264483,106.2323354937
"55270","BHS_1736",0.0882351278221946,-2.11933245396908,-116.0944697,36.0328706,0.0882351278221946,-1.95799425450464,"Nopa_1736E",90997,"06/12/2019 12:01","06/12/2019 4:01",1450.42,"4 or more SV KF",3.4,28.5,0,0,"06/12/2019","4:01","Nopa",1736,"E",2019-06-12 04:01:00,2019-06-12 04:01:00,"BHS_1736 2019-06-12 04:01:00",2.11933245396908,121.428804997532
"55439","BHS_1736",0.0507013388137346,-2.79448779541655,-116.0945106,36.0320761,1.43952759729862,-1.35279442684426,"Nopa_1736E",90997,"06/12/2019 16:00","06/12/2019 8:00",1267.34,"3-D least-squares",5,29.5,0,0,"06/12/2019","8:00","Nopa",1736,"E",2019-06-12 08:00:00,2019-06-12 08:00:00,"BHS_1736 2019-06-12 08:00:00",2.79448779541655,160.112356578186
"55890","BHS_1736",0.0303808623343319,0.27882668184682,-116.0946797,36.0325119,0.0303808623343319,1.94349234579316,"Nopa_1736E",90997,"06/13/2019 0:01","06/12/2019 16:01",1306.24,"4 or more SV KF",4,35.5,0,0,"06/12/2019","4:01","Nopa",1736,"E",2019-06-12 16:01:00,2019-06-12 16:01:00,"BHS_1736 2019-06-12 16:01:00",0.27882668184682,15.9755920854597
"56126","BHS_1736",0.357177964710613,1.93101942336982,-116.0948656,36.0327403,0.357177964710613,1.93101942336982,"Nopa_1736E",90997,"06/13/2019 4:01","06/12/2019 20:01",1155.82,"4 or more SV KF",2.6,32.5,0,0,"06/12/2019","8:01","Nopa",1736,"E",2019-06-12 20:01:00,2019-06-12 20:01:00,"BHS_1736 2019-06-12 20:01:00",1.93101942336982,110.639263116877
"74953","BHS_1736",0.00234169874933627,0.607185414603271,-116.0971889,36.0301325,0.00234169874933627,0.607185414603271,"Nopa_1736E",90997,"06/26/2019 5:00","06/25/2019 21:00",1302.1,"4 or more SV KF",1.6,27,0,0,"06/25/2019","9:00","Nopa",1736,"E",2019-06-25 21:00:00,2019-06-25 21:00:00,"BHS_1736 2019-06-25 21:00:00",0.607185414603271,34.7891616386685
"74979","BHS_1736",0.000450646964476009,1.59004213954411,-116.0971894,36.0301114,0.000450646964476009,1.59004213954411,"Nopa_1736E",90997,"06/26/2019 6:00","06/25/2019 22:00",1308.71,"4 or more SV KF",1.8,25.5,0,0,"06/25/2019","10:00","Nopa",1736,"E",2019-06-25 22:00:00,2019-06-25 22:00:00,"BHS_1736 2019-06-25 22:00:00",1.59004213954411,91.1027038438292
"75061","BHS_1736",0.000858813611117167,-3.06399429324322,-116.0971844,36.0301114,0.000858813611117167,-3.06399429324322,"Nopa_1736E",90997,"06/26/2019 7:00","06/25/2019 23:00",1307.04,"4 or more SV KF",1.2,25,0,0,"06/25/2019","11:00","Nopa",1736,"E",2019-06-25 23:00:00,2019-06-25 23:00:00,"BHS_1736 2019-06-25 23:00:00",3.06399429324322,175.553941455006
"75093","BHS_1736",0.015309263891301,-2.0006271896477,-116.0971939,36.0301108,0.015309263891301,-2.0006271896477,"Nopa_1736E",90997,"06/26/2019 8:00","06/26/2019 0:00",1302.01,"3-D least-squares",2.2,23.5,0,0,"06/26/2019","12:00","Nopa",1736,"E",2019-06-26 00:00:00,2019-06-26 00:00:00,"BHS_1736 2019-06-26 00:00:00",2.0006271896477,114.627494345932
"75175","BHS_1736",0.0188799512980904,2.91893860401887,-116.0971353,36.0302403,0.0188799512980904,2.91893860401887,"Nopa_1736E",90997,"06/26/2019 9:00","06/26/2019 1:00",1323.03,"4 or more SV KF",2.2,23,0,0,"06/26/2019","1:00","Nopa",1736,"E",2019-06-26 01:00:00,2019-06-26 01:00:00,"BHS_1736 2019-06-26 01:00:00",2.91893860401887,167.24286266809
"75250","BHS_1736",0.00599769993745666,2.7274016623415,-116.0972492,36.0300975,0.00599769993745666,2.7274016623415,"Nopa_1736E",90997,"06/26/2019 10:00","06/26/2019 2:00",1310.84,"4 or more SV KF",1.2,23,0,0,"06/26/2019","2:00","Nopa",1736,"E",2019-06-26 02:00:00,2019-06-26 02:00:00,"BHS_1736 2019-06-26 02:00:00",2.7274016623415,156.268604289133
"75302","BHS_1736",0.0600077230762586,0.560978497155602,-116.0971936,36.0301272,0.0600077230762586,0.560978497155602,"Nopa_1736E",90997,"06/26/2019 11:00","06/26/2019 3:00",1297.81,"3-D least-squares",2,23,0,0,"06/26/2019","3:00","Nopa",1736,"E",2019-06-26 03:00:00,2019-06-26 03:00:00,"BHS_1736 2019-06-26 03:00:00",0.560978497155602,32.1417002846077
"75401","BHS_1736",0.0617223262463416,-3.09819653249279,-116.0969172,36.0306192,0.358822140074425,-1.21395356099729,"Nopa_1736E",90997,"06/26/2019 12:01","06/26/2019 4:01",1290.76,"4 or more SV KF",4.2,23,0,0,"06/26/2019","4:01","Nopa",1736,"E",2019-06-26 04:01:00,2019-06-26 04:01:00,"BHS_1736 2019-06-26 04:01:00",3.09819653249279,177.513585413903
"75504","BHS_1736",0.585857971396133,2.14816325322489,-116.0971742,36.0301036,0.753557509443964,-0.491315816104532,"Nopa_1736E",90997,"06/26/2019 14:00","06/26/2019 6:00",1303.11,"4 or more SV KF",1.2,23.5,0,0,"06/26/2019","6:00","Nopa",1736,"E",2019-06-26 06:00:00,2019-06-26 06:00:00,"BHS_1736 2019-06-26 06:00:00",2.14816325322489,123.080688114879
"75660","BHS_1736",0.36962445428724,0.646126462690334,-116.0907942,36.0311144,0.36962445428724,0.985394865851315,"Nopa_1736E",90997,"06/26/2019 16:01","06/26/2019 8:01",1448.07,"4 or more SV KF",1.4,27.5,0,0,"06/26/2019","8:01","Nopa",1736,"E",2019-06-26 08:01:00,2019-06-26 08:01:00,"BHS_1736 2019-06-26 08:01:00",0.646126462690334,37.0203193438732
"75681","BHS_1736",0.00622294046027598,-0.521452898627433,-116.0880531,36.0335922,0.00622294046027598,-0.521452898627433,"Nopa_1736E",90997,"06/26/2019 17:00","06/26/2019 9:00",1549.43,"4 or more SV KF",2.4,24,0,0,"06/26/2019","9:00","Nopa",1736,"E",2019-06-26 09:00:00,2019-06-26 09:00:00,"BHS_1736 2019-06-26 09:00:00",0.521452898627433,29.8770503062151
"75727","BHS_1736",0.0090130379734996,1.3094853366751,-116.0879875,36.0336097,0.0090130379734996,1.3094853366751,"Nopa_1736E",90997,"06/26/2019 18:00","06/26/2019 10:00",1534.86,"4 or more SV KF",3.2,25,0,0,"06/26/2019","10:00","Nopa",1736,"E",2019-06-26 10:00:00,2019-06-26 10:00:00,"BHS_1736 2019-06-26 10:00:00",1.3094853366751,75.0279831257511
"75813","BHS_1736",0.337190104495551,-0.469211092166751,-116.0879931,36.0336908,0.165907892765869,-0.771448918919827,"Nopa_1736E",90997,"06/26/2019 19:00","06/26/2019 11:00",1551.37,"4 or more SV KF",2.6,25,0,0,"06/26/2019","11:00","Nopa",1736,"E",2019-06-26 11:00:00,2019-06-26 11:00:00,"BHS_1736 2019-06-26 11:00:00",0.469211092166751,26.8838152818787
"76085","BHS_1736",0.620751035158727,1.21878468445946,-116.0864908,36.0364739,0.0673225045709433,-1.40561696615228,"Nopa_1736E",90997,"06/26/2019 23:01","06/26/2019 15:01",1322.29,"4 or more SV KF",2.4,29,0,0,"06/26/2019","3:01","Nopa",1736,"E",2019-06-26 15:01:00,2019-06-26 15:01:00,"BHS_1736 2019-06-26 15:01:00",1.21878468445946,69.8312185547111
"76406","BHS_1736",0.0912242879142286,1.0238623823112,-116.0914589,36.0403489,0.0912242879142286,0.574522930276963,"Nopa_1736E",90997,"06/27/2019 4:00","06/26/2019 20:00",1524.96,"3-D least-squares",1.8,25,0,0,"06/26/2019","8:00","Nopa",1736,"E",2019-06-26 20:00:00,2019-06-26 20:00:00,"BHS_1736 2019-06-26 20:00:00",1.0238623823112,58.6629933086416
"76458","BHS_1736",0.0190304207850668,-1.7107968897397,-116.0924375,36.0401386,0.0404962871089191,-1.44485794294056,"Nopa_1736E",90997,"06/27/2019 5:00","06/26/2019 21:00",1456.75,"4 or more SV KF",2.2,24.5,0,0,"06/26/2019","9:00","Nopa",1736,"E",2019-06-26 21:00:00,2019-06-26 21:00:00,"BHS_1736 2019-06-26 21:00:00",1.7107968897397,98.0214413861928
"76604","BHS_1736",0.00579357760253756,3.11326824135333,-116.0924625,36.0403089,0.00579357760253756,-0.516487708716509,"Nopa_1736E",90997,"06/27/2019 7:00","06/26/2019 23:00",1473.25,"4 or more SV KF",1.6,24,0,0,"06/26/2019","11:00","Nopa",1736,"E",2019-06-26 23:00:00,2019-06-26 23:00:00,"BHS_1736 2019-06-26 23:00:00",3.11326824135333,178.377130721662
"76624","BHS_1736",0.00449342784809109,0.527902989016789,-116.0924567,36.0402569,0.195617153479013,1.67887733436987,"Nopa_1736E",90997,"06/27/2019 8:00","06/27/2019 0:00",1459.1,"4 or more SV KF",2.8,23,0,0,"06/27/2019","12:00","Nopa",1736,"E",2019-06-27 00:00:00,2019-06-27 00:00:00,"BHS_1736 2019-06-27 00:00:00",0.527902989016789,30.2466132630031
"76782","BHS_1736",0.0256284871709757,-1.08078564215987,-116.0924278,36.0402239,0.0256284871709757,0.888683708068951,"Nopa_1736E",90997,"06/27/2019 10:00","06/27/2019 2:00",1465.85,"3-D least-squares",1.2,22,0,0,"06/27/2019","2:00","Nopa",1736,"E",2019-06-27 02:00:00,2019-06-27 02:00:00,"BHS_1736 2019-06-27 02:00:00",1.08078564215987,61.9244558540969
"76850","BHS_1736",0.0267397277806223,1.64567116874667,-116.0925547,36.0400172,0.0267397277806223,1.64567116874667,"Nopa_1736E",90997,"06/27/2019 11:00","06/27/2019 3:00",1490.54,"4 or more SV KF",3.6,21,0,0,"06/27/2019","3:00","Nopa",1736,"E",2019-06-27 03:00:00,2019-06-27 03:00:00,"BHS_1736 2019-06-27 03:00:00",1.64567116874667,94.2900124355456
"76920","BHS_1736",0.184049441544052,3.10551879040489,-116.09228,36.0399261,0.184049441544052,3.10551879040489,"Nopa_1736E",90997,"06/27/2019 12:00","06/27/2019 4:00",1458.55,"4 or more SV KF",1.2,21,0,0,"06/27/2019","4:00","Nopa",1736,"E",2019-06-27 04:00:00,2019-06-27 04:00:00,"BHS_1736 2019-06-27 04:00:00",3.10551879040489,177.933119888772
"76961","BHS_1736",0.0903884543441467,-1.29666476010558,-116.0941417,36.0406081,0.0903884543441467,-1.29666476010558,"Nopa_1736E",90997,"06/27/2019 13:00","06/27/2019 5:00",1458.24,"3-D least-squares",2,21,0,0,"06/27/2019","5:00","Nopa",1736,"E",2019-06-27 05:00:00,2019-06-27 05:00:00,"BHS_1736 2019-06-27 05:00:00",1.29666476010558,74.2934181973929
"77017","BHS_1736",0.156410401214727,-0.150979844332036,-116.0939922,36.0414136,0.156410401214727,-0.150979844332036,"Nopa_1736E",90997,"06/27/2019 14:00","06/27/2019 6:00",1382.95,"3-D least-squares",1.8,21.5,0,0,"06/27/2019","6:00","Nopa",1736,"E",2019-06-27 06:00:00,2019-06-27 06:00:00,"BHS_1736 2019-06-27 06:00:00",0.150979844332036,8.65050787176782
"77117","BHS_1736",0.142466416337673,-0.226462372791423,-116.0934783,36.04276,0.142466416337673,-0.226462372791423,"Nopa_1736E",90997,"06/27/2019 15:00","06/27/2019 7:00",1451.23,"4 or more SV KF",1.2,27,0,0,"06/27/2019","7:00","Nopa",1736,"E",2019-06-27 07:00:00,2019-06-27 07:00:00,"BHS_1736 2019-06-27 07:00:00",0.226462372791423,12.9753381794668
"77151","BHS_1736",0.0178963421548687,3.11156249841649,-116.0926831,36.0438697,0.0178963421548687,3.11156249841649,"Nopa_1736E",90997,"06/27/2019 16:00","06/27/2019 8:00",1525,"4 or more SV KF",4.2,27,0,0,"06/27/2019","8:00","Nopa",1736,"E",2019-06-27 08:00:00,2019-06-27 08:00:00,"BHS_1736 2019-06-27 08:00:00",3.11156249841649,178.279398850447
"77219","BHS_1736",0.143059129817744,-2.27649270193738,-116.0927881,36.0437328,0.143059129817744,-2.27649270193738,"Nopa_1736E",90997,"06/27/2019 17:00","06/27/2019 9:00",1523.8,"4 or more SV KF",4.6,34.5,0,0,"06/27/2019","9:00","Nopa",1736,"E",2019-06-27 09:00:00,2019-06-27 09:00:00,"BHS_1736 2019-06-27 09:00:00",2.27649270193738,130.433423913345
"77305","BHS_1736",0.0676885550991943,-1.7340504230123,-116.0932694,36.0449614,0.0676885550991943,-1.7340504230123,"Nopa_1736E",90997,"06/27/2019 18:00","06/27/2019 10:00",1555.66,"4 or more SV KF",3,26.5,0,0,"06/27/2019","10:00","Nopa",1736,"E",2019-06-27 10:00:00,2019-06-27 10:00:00,"BHS_1736 2019-06-27 10:00:00",1.7340504230123,99.3537707014799
"77367","BHS_1736",0.0228626231135038,2.87079209216583,-116.0925261,36.0450494,0.0228626231135038,2.87079209216583,"Nopa_1736E",90997,"06/27/2019 19:00","06/27/2019 11:00",1574.52,"4 or more SV KF",1.6,30,0,0,"06/27/2019","11:00","Nopa",1736,"E",2019-06-27 11:00:00,2019-06-27 11:00:00,"BHS_1736 2019-06-27 11:00:00",2.87079209216583,164.484270740634
"77397","BHS_1736",0.340727880332539,3.06783377009637,-116.0927778,36.0450753,0.340727880332539,3.06783377009637,"Nopa_1736E",90997,"06/27/2019 20:00","06/27/2019 12:00",1558.68,"4 or more SV KF",3.6,27.5,0,0,"06/27/2019","12:00","Nopa",1736,"E",2019-06-27 12:00:00,2019-06-27 12:00:00,"BHS_1736 2019-06-27 12:00:00",3.06783377009637,175.773927274229
"77499","BHS_1736",0.0979684958996669,0.543476273669368,-116.0890719,36.0444658,0.0979684958996669,0.543476273669368,"Nopa_1736E",90997,"06/27/2019 21:00","06/27/2019 13:00",1585.33,"4 or more SV KF",1.2,29,0,0,"06/27/2019","1:00","Nopa",1736,"E",2019-06-27 13:00:00,2019-06-27 13:00:00,"BHS_1736 2019-06-27 13:00:00",0.543476273669368,31.1388967467517
"77534","BHS_1736",0.250661907913756,1.77945168344856,-116.0880483,36.0447633,0.250661907913756,1.77945168344856,"Nopa_1736E",90997,"06/27/2019 22:00","06/27/2019 14:00",1589.28,"4 or more SV KF",2.2,31,0,0,"06/27/2019","2:00","Nopa",1736,"E",2019-06-27 14:00:00,2019-06-27 14:00:00,"BHS_1736 2019-06-27 14:00:00",1.77945168344856,101.955071309052
"77620","BHS_1736",0.173708332677875,-3.09069170016793,-116.0895078,36.0466864,0.173708332677875,-3.09069170016793,"Nopa_1736E",90997,"06/27/2019 23:00","06/27/2019 15:00",1285.81,"4 or more SV KF",2.6,31.5,0,0,"06/27/2019","3:00","Nopa",1736,"E",2019-06-27 15:00:00,2019-06-27 15:00:00,"BHS_1736 2019-06-27 15:00:00",3.09069170016793,177.083590195735
"77650","BHS_1736",0.131685641665722,2.0535111976616,-116.0884142,36.0453972,0.131685641665722,2.0535111976616,"Nopa_1736E",90997,"06/28/2019 0:00","06/27/2019 16:00",1557.17,"3-D least-squares",2.4,29,0,0,"06/27/2019","4:00","Nopa",1736,"E",2019-06-27 16:00:00,2019-06-27 16:00:00,"BHS_1736 2019-06-27 16:00:00",2.0535111976616,117.657524808865
"77771","BHS_1736",0.220209423118771,1.30677967087102,-116.0877331,36.0464472,0.220209423118771,1.30677967087102,"Nopa_1736E",90997,"06/28/2019 1:01","06/27/2019 17:01",1490.51,"4 or more SV KF",1.8,28.5,0,0,"06/27/2019","5:01","Nopa",1736,"E",2019-06-27 17:01:00,2019-06-27 17:01:00,"BHS_1736 2019-06-27 17:01:00",1.30677967087102,74.8729598944041
"77793","BHS_1736",0.277257635501828,0.0451890903307298,-116.0895231,36.0477983,0.277257635501828,0.0451890903307298,"Nopa_1736E",90997,"06/28/2019 2:00","06/27/2019 18:00",1515.58,"4 or more SV KF",3.4,28.5,0,0,"06/27/2019","6:00","Nopa",1736,"E",2019-06-27 18:00:00,2019-06-27 18:00:00,"BHS_1736 2019-06-27 18:00:00",0.0451890903307298,2.58914415598625
"77894","BHS_1736",0.329488999227111,-0.193832125655425,-116.0918692,36.049415,0.329488999227111,-0.193832125655425,"Nopa_1736E",90997,"06/28/2019 3:01","06/27/2019 19:01",1500.18,"4 or more SV KF",3,27.5,0,0,"06/27/2019","7:01","Nopa",1736,"E",2019-06-27 19:01:00,2019-06-27 19:01:00,"BHS_1736 2019-06-27 19:01:00",0.193832125655425,11.1057627341053
"77976","BHS_1736",0.00854459552535862,2.31479030358129,-116.0941494,36.0517364,0.00854459552535862,2.31479030358129,"Nopa_1736E",90997,"06/28/2019 4:01","06/27/2019 20:01",1455.5,"4 or more SV KF",1.8,26,0,0,"06/27/2019","8:01","Nopa",1736,"E",2019-06-27 20:01:00,2019-06-27 20:01:00,"BHS_1736 2019-06-27 20:01:00",2.31479030358129,132.627714853014
"77990","BHS_1736",0.0143026041963991,0.832620300571768,-116.0941639,36.0516603,0.0143026041963991,0.832620300571768,"Nopa_1736E",90997,"06/28/2019 5:00","06/27/2019 21:00",1443.27,"3-D least-squares",4.4,25,0,0,"06/27/2019","9:00","Nopa",1736,"E",2019-06-27 21:00:00,2019-06-27 21:00:00,"BHS_1736 2019-06-27 21:00:00",0.832620300571768,47.7056291596763
"78061","BHS_1736",0.0227189733527334,-1.91705522419391,-116.0940642,36.05156,0.0227189733527334,-1.91705522419391,"Nopa_1736E",90997,"06/28/2019 6:00","06/27/2019 22:00",1429.71,"4 or more SV KF",4,24,0,0,"06/27/2019","10:00","Nopa",1736,"E",2019-06-27 22:00:00,2019-06-27 22:00:00,"BHS_1736 2019-06-27 22:00:00",1.91705522419391,109.839173439817
"78145","BHS_1736",0.00274845054604555,-0.602564300786211,-116.0943025,36.0514931,0.00274845054604555,-0.602564300786211,"Nopa_1736E",90997,"06/28/2019 7:00","06/27/2019 23:00",1426.31,"3-D least-squares",1.2,24,0,0,"06/27/2019","11:00","Nopa",1736,"E",2019-06-27 23:00:00,2019-06-27 23:00:00,"BHS_1736 2019-06-27 23:00:00",0.602564300786211,34.5243913203014
"78192","BHS_1736",0.0234156379924854,-0.830615745385535,-116.0943319,36.0514997,0.0234156379924854,-0.830615745385535,"Nopa_1736E",90997,"06/28/2019 8:00","06/28/2019 0:00",1420.19,"4 or more SV KF",1.6,23.5,0,0,"06/28/2019","12:00","Nopa",1736,"E",2019-06-28 00:00:00,2019-06-28 00:00:00,"BHS_1736 2019-06-28 00:00:00",0.830615745385535,47.5907766077042
